,AAPL,GOOG,MSFT
2025-08-18 13:30:00+00:00,231.85989379882812,205.0800018310547,
2025-08-18 13:31:00+00:00,232.19000244140625,204.9499053955078,
2025-08-18 13:33:00+00:00,232.19000244140625,205.16000366210938,
2025-08-18 13:34:00+00:00,231.95309448242188,205.7100067138672,
2025-08-18 13:35:00+00:00,231.42999267578125,205.82000732421875,
2025-08-18 13:36:00+00:00,231.48500061035156,205.77999877929688,
2025-08-18 13:37:00+00:00,231.44500732421875,205.6083984375,
2025-08-18 13:38:00+00:00,231.5948944091797,205.64990234375,
2025-08-18 13:39:00+00:00,232.04420471191406,205.7100067138672,
2025-08-18 13:40:00+00:00,231.86500549316406,205.7449951171875,
2025-08-18 13:41:00+00:00,231.55540466308594,205.25,
2025-08-18 13:42:00+00:00,231.69000244140625,205.4250030517578,
2025-08-18 13:43:00+00:00,231.7548065185547,205.58999633789062,
2025-08-18 13:44:00+00:00,232.0500030517578,205.47000122070312,
2025-08-18 13:45:00+00:00,232.44000244140625,205.52000427246094,
2025-08-18 13:46:00+00:00,232.29010009765625,205.28990173339844,
2025-08-18 13:47:00+00:00,232.2899932861328,205.26499938964844,
2025-08-18 13:48:00+00:00,232.60679626464844,205.4199981689453,
2025-08-18 13:49:00+00:00,232.27679443359375,205.52000427246094,
2025-08-18 13:50:00+00:00,232.10000610351562,205.2449951171875,
2025-08-18 13:51:00+00:00,232.22500610351562,205.0500030517578,
2025-08-18 13:52:00+00:00,232.16000366210938,205.0500030517578,
2025-08-18 13:53:00+00:00,232.21499633789062,205.17999267578125,
2025-08-18 13:54:00+00:00,231.99989318847656,205.35000610351562,
2025-08-18 13:55:00+00:00,232.07000732421875,205.49000549316406,
2025-08-18 13:56:00+00:00,232.36000061035156,205.4927978515625,
2025-08-18 13:57:00+00:00,232.0500030517578,205.39999389648438,
2025-08-18 13:58:00+00:00,232.24000549316406,205.19000244140625,
2025-08-18 13:59:00+00:00,232.35000610351562,205.16000366210938,
2025-08-18 14:00:00+00:00,232.32009887695312,205.57000732421875,
2025-08-18 14:01:00+00:00,232.4949951171875,205.60000610351562,
2025-08-18 14:02:00+00:00,232.51499938964844,205.50999450683594,
2025-08-18 14:03:00+00:00,232.64500427246094,205.625,
2025-08-18 14:04:00+00:00,232.82000732421875,205.47500610351562,
2025-08-18 14:05:00+00:00,232.77999877929688,205.60499572753906,
2025-08-18 14:06:00+00:00,232.82000732421875,205.49000549316406,
2025-08-18 14:07:00+00:00,233.00999450683594,205.49000549316406,
2025-08-18 14:08:00+00:00,232.69000244140625,205.3699951171875,
2025-08-18 14:09:00+00:00,232.4199981689453,205.3699951171875,
2025-08-18 14:10:00+00:00,232.0850067138672,205.2100067138672,
2025-08-18 14:11:00+00:00,231.94000244140625,205.0684051513672,
2025-08-18 14:12:00+00:00,231.93499755859375,205.08999633789062,
2025-08-18 14:13:00+00:00,231.79100036621094,205.13499450683594,
2025-08-18 14:14:00+00:00,231.5500030517578,205.0800018310547,
2025-08-18 14:15:00+00:00,231.66000366210938,205.0749969482422,
2025-08-18 14:16:00+00:00,231.33009338378906,205.106201171875,
2025-08-18 14:17:00+00:00,231.1649932861328,205.0399932861328,
2025-08-18 14:18:00+00:00,231.1300048828125,205.08999633789062,
2025-08-18 14:19:00+00:00,231.13999938964844,205.02000427246094,
2025-08-18 14:20:00+00:00,231.07000732421875,204.99989318847656,
2025-08-18 14:21:00+00:00,231.14999389648438,205.14999389648438,
2025-08-18 14:22:00+00:00,231.16000366210938,205.1999969482422,
2025-08-18 14:23:00+00:00,231.5399932861328,205.24000549316406,
2025-08-18 14:24:00+00:00,231.6894989013672,205.52999877929688,
2025-08-18 14:25:00+00:00,231.47500610351562,205.48500061035156,
2025-08-18 14:26:00+00:00,231.4499969482422,205.38999938964844,
2025-08-18 14:27:00+00:00,231.5308074951172,205.52999877929688,
2025-08-18 14:28:00+00:00,230.97500610351562,205.2899932861328,
2025-08-18 14:29:00+00:00,230.66000366210938,205.3300018310547,
2025-08-18 14:30:00+00:00,230.7801971435547,205.1199951171875,
2025-08-18 14:31:00+00:00,230.99249267578125,205.1999969482422,
2025-08-18 14:32:00+00:00,230.9199981689453,205.1649932861328,
2025-08-18 14:33:00+00:00,230.83999633789062,205.33999633789062,
2025-08-18 14:34:00+00:00,231.0500946044922,205.22999572753906,
2025-08-18 14:35:00+00:00,230.918701171875,205.25,
2025-08-18 14:36:00+00:00,230.8249969482422,205.10000610351562,
2025-08-18 14:37:00+00:00,230.94000244140625,205.1300048828125,
2025-08-18 14:38:00+00:00,230.91000366210938,204.9499969482422,
2025-08-18 14:39:00+00:00,230.625,204.98989868164062,
2025-08-18 14:40:00+00:00,230.72999572753906,204.8800048828125,
2025-08-18 14:41:00+00:00,230.8000030517578,204.8300018310547,
2025-08-18 14:42:00+00:00,230.6208953857422,204.64500427246094,
2025-08-18 14:43:00+00:00,230.6999969482422,204.64739990234375,
2025-08-18 14:44:00+00:00,230.72999572753906,204.531005859375,
2025-08-18 14:45:00+00:00,230.73500061035156,204.47500610351562,
2025-08-18 14:46:00+00:00,230.5800018310547,204.4499969482422,
2025-08-18 14:47:00+00:00,230.60000610351562,204.13999938964844,
2025-08-18 14:48:00+00:00,230.88499450683594,204.36500549316406,
2025-08-18 14:49:00+00:00,230.80999755859375,204.42999267578125,
2025-08-18 14:50:00+00:00,230.80099487304688,204.44000244140625,
2025-08-18 14:51:00+00:00,230.80079650878906,204.61000061035156,
2025-08-18 14:52:00+00:00,230.69000244140625,204.64999389648438,
2025-08-18 14:53:00+00:00,230.88999938964844,204.78030395507812,
2025-08-18 14:54:00+00:00,230.87620544433594,204.68499755859375,
2025-08-18 14:55:00+00:00,230.82000732421875,204.72349548339844,
2025-08-18 14:56:00+00:00,230.8350067138672,204.66000366210938,
2025-08-18 14:57:00+00:00,230.65020751953125,204.72999572753906,
2025-08-18 14:58:00+00:00,230.52999877929688,204.58999633789062,
2025-08-18 14:59:00+00:00,230.50999450683594,204.6699981689453,
2025-08-18 15:00:00+00:00,230.63499450683594,204.77999877929688,
2025-08-18 15:01:00+00:00,230.63999938964844,204.66000366210938,
2025-08-18 15:02:00+00:00,230.58999633789062,204.64010620117188,
2025-08-18 15:03:00+00:00,230.48500061035156,204.7050018310547,
2025-08-18 15:04:00+00:00,230.64999389648438,204.75999450683594,
2025-08-18 15:05:00+00:00,230.8625946044922,204.69500732421875,
2025-08-18 15:06:00+00:00,230.88999938964844,204.72999572753906,
2025-08-18 15:07:00+00:00,230.92970275878906,204.77000427246094,
2025-08-18 15:08:00+00:00,231.08999633789062,204.77490234375,
2025-08-18 15:09:00+00:00,231.13499450683594,204.72999572753906,
2025-08-18 15:10:00+00:00,231.02000427246094,204.72000122070312,
2025-08-18 15:11:00+00:00,231.05999755859375,204.7949981689453,
2025-08-18 15:12:00+00:00,231.05999755859375,204.6999969482422,
2025-08-18 15:13:00+00:00,230.9322967529297,204.75999450683594,
2025-08-18 15:14:00+00:00,230.8350067138672,204.77999877929688,
2025-08-18 15:15:00+00:00,230.8699951171875,204.6750030517578,
2025-08-18 15:16:00+00:00,230.92999267578125,,
2025-08-18 15:17:00+00:00,230.97000122070312,204.49000549316406,
2025-08-18 15:18:00+00:00,231.00999450683594,204.44000244140625,
2025-08-18 15:19:00+00:00,231.13499450683594,204.47000122070312,
2025-08-18 15:20:00+00:00,231.05999755859375,204.50990295410156,
2025-08-18 15:21:00+00:00,231.19000244140625,204.49000549316406,
2025-08-18 15:22:00+00:00,230.9600067138672,204.3800048828125,
2025-08-18 15:23:00+00:00,230.92999267578125,204.37899780273438,
2025-08-18 15:24:00+00:00,230.9600067138672,204.35000610351562,
2025-08-18 15:25:00+00:00,230.97999572753906,204.1737060546875,
2025-08-18 15:26:00+00:00,231.02000427246094,204.10000610351562,
2025-08-18 15:27:00+00:00,231.02000427246094,204.17999267578125,
2025-08-18 15:28:00+00:00,230.88999938964844,204.13490295410156,
2025-08-18 15:29:00+00:00,230.86000061035156,204.08999633789062,
2025-08-18 15:30:00+00:00,230.7899932861328,203.93499755859375,
2025-08-18 15:31:00+00:00,230.67999267578125,203.96499633789062,
2025-08-18 15:32:00+00:00,230.64999389648438,204.0800018310547,
2025-08-18 15:33:00+00:00,230.6999969482422,203.9600067138672,
2025-08-18 15:34:00+00:00,230.8000030517578,203.9600067138672,
2025-08-18 15:35:00+00:00,230.85000610351562,203.9499969482422,
2025-08-18 15:36:00+00:00,230.7550048828125,203.89999389648438,
2025-08-18 15:37:00+00:00,230.86000061035156,204.018798828125,
2025-08-18 15:38:00+00:00,230.9600067138672,204.10800170898438,
2025-08-18 15:39:00+00:00,230.76499938964844,203.99000549316406,
2025-08-18 15:40:00+00:00,230.6649932861328,204.00999450683594,
2025-08-18 15:41:00+00:00,230.51280212402344,204.0500030517578,
2025-08-18 15:42:00+00:00,230.5449981689453,204.03500366210938,
2025-08-18 15:43:00+00:00,230.72019958496094,203.97000122070312,
2025-08-18 15:44:00+00:00,230.72500610351562,203.93499755859375,
2025-08-18 15:45:00+00:00,230.94500732421875,204.02000427246094,
2025-08-18 15:46:00+00:00,231.02999877929688,204.08999633789062,
2025-08-18 15:47:00+00:00,230.9600067138672,204.11000061035156,
2025-08-18 15:48:00+00:00,230.89500427246094,204.10000610351562,
